type_approval,country,source,confidence,evidence,generation,item,ta_pdf,issuer_prefix,issuer_authority,issuer_country,issuer_check,issuer_expected,issuer_table_source,issuer_note,issuer_authority_raw
e37-0003,Türkiye,eNN-Praefix (e37),Annahme,,G1,MultiApp ID Tachograph v1.3 JRC_DTC/A3-078/D8-099/MA08/2016 22/03/2016 22/09/2016,,Türkiye,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Sanayi ve Teknoloji Bakanlığı,Bescheid,,
e9-0005-00,Spain,eNN-Praefix (e9),Annahme,,G1,MultiApp ID Tachograph v 1.3 JRC_DTC/A3-078/38-097/MA07/2015 22/12/2015 22/06/2016,,Spain,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,
e1-209-06,Germany,eNN-Praefix (e1),Annahme,,G1,TCOS Version 1.0 R2.0 JRC_DTC/AC-040/69-096/MA03/2015 13/11/2015 13/05/2016,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e2-37,France,eNN-Praefix (e2),Annahme,,G1,MultiApp ID Tachograph V 1.3 JRC_DTC/A3-078/50-093/MA06/2015 03/11/2015 03/05/2016,,France,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,
e1-237,Germany,eNN-Praefix (e1),Annahme,,G1,Morpho Haarlem Tachograph V1.0 JRC_DTC/30-094/2015 01/09/2015 01/03/2016,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e11-1002-04,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph V 1.3 JRC_DTC/A3-078/A3-092/MA05/2015 25/06/2015 25/12/2015,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e7-0003,Hungary,eNN-Praefix (e7),Annahme,,G1,MultiApp ID Tachograph V 1.3 JRC_DTC/A3-078/48-090/MA05/2015 23/01/2015 23/07/2015,,Hungary,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KTI - Közlekedéstudományi Kutatóintézet,Liste,,
e11-1002,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph v1.3 JRC_DTC/A3-078/29-089/MA04/2014 12/12/2014 12/06/2015,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e9-0004,Spain,eNN-Praefix (e9),Annahme,,G1,STARCOS 3.4 ID Tachograph JRC_DTC/40-057/38-088/MA01/2014 03/12/2014 03/06/2015,,Spain,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,
e11-1003,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph V 1.3 cards JRC_DTC/A3-078/89-087/MA03/2014 02/09/2014 02/03/2015,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e8-002,Czechia,eNN-Praefix (e8),Annahme,,G1,MultiApp ID Tachograph v1.3 JRC_DTC/A3-078/A6-085/MA02/2013 18/12/2013 18/06/2014,,Czechia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Ministerstvo dopravy,Bescheid,,
e1-219-02,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Tachograph Card ARM vers.STXX-AETR - Release 1.2 JRC_DTC/89-064/89-084/MA03/2013 26/11/2013 26/05/2014,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e7-0002,Hungary,eNN-Praefix (e7),Annahme,,G1,Micardo V3.6 R1.0 Tachograph V2.0 JRC_DTC/81-059a/48-083/MA01/2013 27/09/2013 27/03/2014,,Hungary,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KTI - Közlekedéstudományi Kutatóintézet,Liste,,
e1-232 e1-227,Germany,eNN-Praefix (e1),Annahme,,G1,Tru/cos Version 1.1 cards JRC_DTC/AC-081/2013 05/08/2013 05/02/2014,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e11-1002-02,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph V 1.3 cards JRC_DTC/A3-078/A3/082/MA01/2013 31/07/2013 31/01/2014,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e28-002,Belarus,eNN-Praefix (e28),Annahme,,G1,"Digital tachograph cards for RUE Cryptotech, based on STARCOS 3.4ID JRC_DTC/AE-066/22-079/MA02/2013 27/02/2013 27/08/2013",,Belarus,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Gosstandart,Bescheid,Ministry of Transport and Communications,
e11-1002-01,United Kingdom,eNN-Praefix (e11),Annahme,,G1,MultiApp ID Tachograph V 1.3 cards JRC_DTC/A3-078/2013 26/02/2013 26/08/2013,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e1-226,Germany,eNN-Praefix (e1),Annahme,,G1,tru/cos tacho v1.0 JRC_DTC/AC-076/2012 25/09/2012 25/03/2013,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e8-001,Czechia,eNN-Praefix (e8),Annahme,,G1,"Digital Tachograph Cards for Asseco-ce, based on STARCOS 3.4 ID. JRC_DTC/45-070/88-074/MA01/2012 04/06/2012 04/12/2012",,Czechia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Ministerstvo dopravy,Bescheid,,
e1-219-01,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Tachograph Card ver. STXX-AETR JRC-DTC/89-064/071/MA01/2012 30/01/2012 30/07/2012,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-221,Germany,eNN-Praefix (e1),Annahme,,G1,Tachograph Card ver. STXX v.2 JRC-DTC/89-064/072/MA02/2012 30/01/2012 30/07/2012,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e10-001,Serbia,JRC-Kartenname,belegt,Digital Tachograph Cards for Serbia JRC_DTC/45-070/2012 04/01/2012 04/07/2012,G1,Digital Tachograph Cards for Serbia JRC_DTC/45-070/2012 04/01/2012 04/07/2012,,Serbia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),ABS - Agencija za bezbednost saobraćaja (Road Traffic Safety Agency),Bescheid,,
e1-224,Austria,JRC-Kartenname,belegt,Austrian Digital Tachograph Cards - STARCOS 3.4 ID Tachograph JRC-DTC/AE-066/12-068/MA01/2011 29/11/2011 29/05/2012,G1,Austrian Digital Tachograph Cards - STARCOS 3.4 ID Tachograph JRC-DTC/AE-066/12-068/MA01/2011 29/11/2011 29/05/2012,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e3-1002,Italy,eNN-Praefix (e3),Annahme,,G1,Smart Tacho v. 2.0 STARCOS 3.4 ID Tachograph JRC-DTC/AE-066/52-069/MA01/2011 22/11/2011 22/05/2012,,Italy,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MIT - Ministero delle Infrastrutture e dei Trasporti,Bescheid,,
e27-001,Slovakia,JRC-Kartenname,belegt,Digital Tachograph Cards of the Slovakian Republic. STARCOS 3.4 ID Tachograph JRC-DTC/AE-066/2011 01/09/2011 01/03/2012,G1,Digital Tachograph Cards of the Slovakian Republic. STARCOS 3.4 ID Tachograph JRC-DTC/AE-066/2011 01/09/2011 01/03/2012,,Slovakia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Ministerstvo dopravy Slovenskej republiky,Liste,,
e1-219,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Tachograph Card ARM vers.STXX-AETR - Release 1.2 JRC-DTC/89-064/2011 27/05/2011 27/11/2011,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-212,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Morpho Tachograph N V2.0 - AETR JRC-DTC/81-059b/2011 20/04/2011 20/10/2011,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-209-02,North Macedonia,JRC-Kartenname,belegt,Digital Tachograph Cards - AETR - Republic of Macedonia- TCOS Version 1.0 R2.0 JRC-DTC/AC-040/060/MA01/2011 01/02/2011 01/08/2011,G1,Digital Tachograph Cards - AETR - Republic of Macedonia- TCOS Version 1.0 R2.0 JRC-DTC/AC-040/060/MA01/2011 01/02/2011 01/08/2011,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-216,Germany,eNN-Praefix (e1),Annahme,,G1,STARCOS 3.4 ID Tachograph C1 JRC_DTC/40-057/2011 19/01/2011 19/07/2011,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e28-001 e22-001,Belarus,JRC-Kartenname,belegt,Digital Tachograph Cards - AETR - for the Republic of Belarus - STARCOS SPK 2.4 Tachosmart Card JRC_DTC/38-051/22-056/MA01/2010 20/11/2010 20/05/2011,G1,Digital Tachograph Cards - AETR - for the Republic of Belarus - STARCOS SPK 2.4 Tachosmart Card JRC_DTC/38-051/22-056/MA01/2010 20/11/2010 20/05/2011,,Belarus,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Gosstandart,Bescheid,Ministry of Transport and Communications,
e1-209,Ukraine,JRC-Kartenname,belegt,Digital Tachograph Cards - AETR - Ukraine - TCOS Version 1.0 R2.0 JRC_DTC/AC-040/054/MA01/2010 27/07/2010 27/01/2011,G1,Digital Tachograph Cards - AETR - Ukraine - TCOS Version 1.0 R2.0 JRC_DTC/AC-040/054/MA01/2010 27/07/2010 27/01/2011,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-208,Germany,eNN-Praefix (e1),Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Smart Tachograph Card N - AETR - Micardo V1.0 R1.0 JRC_DTC/89-052/82_053/MA01/2010 21/06/2010 21/12/2010,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1-206,Poland,JRC-Kartenname,belegt,Digital Tachograph Cards for Poland - Micardo V1.0 R1.0 JRC-DTC/89-052/2010 21/01/2010 21/07/2010,G1,Digital Tachograph Cards for Poland - Micardo V1.0 R1.0 JRC-DTC/89-052/2010 21/01/2010 21/07/2010,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e9-03,Spain,JRC-Kartenname,belegt,Digital Tachograph Cards for Spain - STARCOS SPK 2.4 Tachosmart Card JRC-DTC/38-051/2010 13/01/2010 13/07/2010,G1,Digital Tachograph Cards for Spain - STARCOS SPK 2.4 Tachosmart Card JRC-DTC/38-051/2010 13/01/2010 13/07/2010,,Spain,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,
e2-32,France,JRC-Kartenname,belegt,Digital Tachograph Cards for France JRC_DTC/50-047/2009 05/10/2009 05/04/2010,G1,Digital Tachograph Cards for France JRC_DTC/50-047/2009 05/10/2009 05/04/2010,,France,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,
e25-001,Croatia,JRC-Kartenname,belegt,Digital Tachograph Cards for Croatia JRC_DTC/13-050/2009 01/07/2009 01/01/2010,G1,Digital Tachograph Cards for Croatia JRC_DTC/13-050/2009 01/07/2009 01/01/2010,,Croatia,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),DZM - Državni zavod za mjeriteljstvo,Bescheid,,
e1_181_02,Greece,JRC-Kartenname,belegt,Tachograph cards for Greece JRC_DTC/44-045/2008 29/10/2008 29/04/2009,G1,Tachograph cards for Greece JRC_DTC/44-045/2008 29/10/2008 29/04/2009,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_183_05,Bulgaria,JRC-Kartenname,belegt,Tachograph Cards based on the StarCos Operating System personalised for Bulgaria JRC_DTC/AC-039/2007 03/08/2007 03/02/2008,G1,Tachograph Cards based on the StarCos Operating System personalised for Bulgaria JRC_DTC/AC-039/2007 03/08/2007 03/02/2008,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_182_06,Bulgaria,JRC-Kartenname,belegt,Card TCOS v1.0 R.2 personalised for Bulgaria JRC_DTC/AC-040/2007 03/08/2007 03/02/2008,G1,Card TCOS v1.0 R.2 personalised for Bulgaria JRC_DTC/AC-040/2007 03/08/2007 03/02/2008,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_183_04,Germany,eNN-Praefix (e1),Annahme,,G1,Tachograph Cards based on the StarCos Operating System JRC_DTC/AC-035/2007 30/03/2007 30/09/2007,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_182_07,Switzerland,JRC-Kartenname,belegt,Card TCOS v1.0 R.2 personalised for Switzerland JRC_DTC/AC-033/2006 17/11/2006 17/05/2007,G1,Card TCOS v1.0 R.2 personalised for Switzerland JRC_DTC/AC-033/2006 17/11/2006 17/05/2007,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e11_0193_02,United Kingdom,eNN-Praefix (e11),Annahme,,G1,Smart Tachograph Cards - Version 2.0 JRC_DTC/A4-034/2006 17/11/2006 17/05/2007,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e1_183_03,Liechtenstein,JRC-Kartenname,belegt,Tachosmart Tachograph Card Version 1.0 personalised for Liechtenstein JRC_DTC/AC-032/2006 13/11/2006 13/05/2007,G1,Tachosmart Tachograph Card Version 1.0 personalised for Liechtenstein JRC_DTC/AC-032/2006 13/11/2006 13/05/2007,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e7_0001,Hungary,eNN-Praefix (e7),Annahme,,G1,Micardo Tachograph Version 1.0 R1.0 JRC_DTC/48-031/2006 20/10/2006 20/04/2007,,Hungary,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KTI - Közlekedéstudományi Kutatóintézet,Liste,,
e1_191,Germany,eNN-Praefix (e1),Annahme,,G1,Micardo Tachograph Version 1.0 R1.0 (Smart Tachograph N) JRC_DTC/81-030/2006 18/09/2006 18/03/2007,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e2_27_01,Portugal,JRC-Kartenname,belegt,ICitizen M256LFCHRON_SI_A5_05_01 for Portugal JRC/028/DTC 04/07/2006 04/01/2007,G1,ICitizen M256LFCHRON_SI_A5_05_01 for Portugal JRC/028/DTC 04/07/2006 04/01/2007,,France,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,
e1_182_05,"Estonia, Finland, Germany, Latvia, Lithuania",JRC-Kartenname,belegt,"Card TCOS v1.0 R.2 on Infineon for Estonia, Finland, Germany, Latvia and Lithuania JRC/024/DTC 15/12/2005 15/06/2006",G1,"Card TCOS v1.0 R.2 on Infineon for Estonia, Finland, Germany, Latvia and Lithuania JRC/024/DTC 15/12/2005 15/06/2006",,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_177,Germany,eNN-Praefix (e1),Annahme,,G1,Smart T. card J - Version 1.1 128/64 R1.2 JRC/023/DTC 06/12/2005 06/06/2006,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_187,Germany,eNN-Praefix (e1),Annahme,,G1,Smart Tachograph Card T v1.0 R.2 JRC/021/DTC 16/09/2005 16/03/2006,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_182_04,"Estonia, Finland, Germany",JRC-Kartenname,belegt,"Card TCOS v1.0 R.2 on Infineon for Estonia, Finland and Germany JRC/019/DTC 31/08/2005 03/03/2006",G1,"Card TCOS v1.0 R.2 on Infineon for Estonia, Finland and Germany JRC/019/DTC 31/08/2005 03/03/2006",,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_183_01,"Estonia, Finland, Germany",JRC-Kartenname,belegt,"Tachosmart v1.0 on Philips for Estonia, Finland and Germany JRC/020/DTC 31/08/2005 03/03/2006",G1,"Tachosmart v1.0 on Philips for Estonia, Finland and Germany JRC/020/DTC 31/08/2005 03/03/2006",,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e3_1001,Italy,eNN-Praefix (e3),Annahme,,G1,Incard Smart Tacho v1.0 JRC/016/DTC 28/06/2005 28/12/2005,,Italy,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MIT - Ministero delle Infrastrutture e dei Trasporti,Bescheid,,
e1_182_01,Finland,JRC-Kartenname,belegt,Card TCOS v1.0 R.2 on Infineon for Finland JRC/013/DTC 26/04/2005 26/10/2005,G1,Card TCOS v1.0 R.2 on Infineon for Finland JRC/013/DTC 26/04/2005 26/10/2005,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_184,Austria,JRC-Kartenname,belegt,Austria Card Tachosmart v1.0 JRC/012/DTC 05/04/2005 05/10/2005,G1,Austria Card Tachosmart v1.0 JRC/012/DTC 05/04/2005 05/10/2005,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e9_]02,Spain,eNN-Praefix (e9),Annahme,,G1,Smart Tachograph Card JRC/010/DTC 18/02/2005 18/08/2005,,Spain,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,
e13_028,"Luxembourg, Netherlands",JRC-Kartenname,belegt,Tachograph card for The Netherlands and for Luxembourg JRC/003d/DTC 20/10/2004 20/04/2005,G1,Tachograph card for The Netherlands and for Luxembourg JRC/003d/DTC 20/10/2004 20/04/2005,,Luxembourg,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),SNCH - Société Nationale de Certification et d'Homologation,Bescheid,,
e11_0193_01,United Kingdom,eNN-Praefix (e11),Annahme,,G1,SPSL Smart Tachograph Card and Smart Tachograph Card Version 1.1 128/64 R1.1 JRC/004b/DTC 20/10/2004 20/04/2005,,United Kingdom,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),VCA - Vehicle Certification Agency,Liste,,
e2_27,France,eNN-Praefix (e2),Annahme,,G1,M256LFCHRON_SLA5_05_01 JRC/006a/DTC 20/10/2004 20/04/2005,,France,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,
e1_183 e1_182,Germany,eNN-Praefix (e1),Annahme,,G1,Tachosmart v1.0 on Philips and Card TCOS v1.0 R2 on Infineon JRC/007e/DTC 20/10/2004 20/04/2005,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e1_181,Germany,eNN-Praefix (e1),Annahme,,G1,Tachosmart v1.0 JRC/002/DTC 01/06/2004 01/12/2004,,Germany,,,nicht pruefbar (kein PDF/keine Behoerde erkannt),KBA - Kraftfahrt-Bundesamt,Bescheid,,
e19-0026-00 Rev.01,Romania,Ausstellerbehoerde,Annahme,RAR - Registrul Auto Român,G2.2,M1N1 - Ecomotive M1N1 Adapter N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e19-0026-00_Rev.01.pdf,Romania,RAR - Registrul Auto Român,Romania,bestaetigt,RAR - Registrul Auto Român,Bescheid,,"REGISTRUL AUTO ROMÂN R.A. Calea Griviţei 391A, Sector 1, CP010719, Bucureşti, Romania, www.rarom.ro | dot@rarom.ro ROMÂN"
e1-00029-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - PP MTCO 2.0 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-00029-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e5-0201-07,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,DSRC - Module Version 900620C N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0201-07.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e19-0026-00,Romania,Ausstellerbehoerde,Annahme,RAR - Registrul Auto Român,G2.1,M1N1 - Ecomotive M1N1 Adapter N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e19-0026-00.pdf,Romania,RAR - Registrul Auto Român,Romania,bestaetigt,RAR - Registrul Auto Român,Bescheid,,"REGISTRUL AUTO ROMÂN R.A. Calea Griviţei 391A, Sector 1, CP010719, Bucureşti, Romania, www.rarom.ro | dot@rarom.ro ROMÂN"
e5-0002-15,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev I Configurable as Transitional VU or VU with full OSNMA functionality SW release: 2626 JRC_DTLab/A2-175/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-15.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e1-0002-07,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,MS - 2185 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0002-07.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e20-0002-01,Poland,Ausstellerbehoerde,Annahme,GUM - Główny Urząd Miar,G2.2,M1N1-BOGART M1N1 N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e20-0002-01.pdf,Poland,GUM - Główny Urząd Miar,Poland,bestaetigt,TDT - Transportowy Dozór Techniczny,Bescheid,GUM - Główny Urząd Miar,Główny Urząd Miar
e4-AETR-0006-00,Tajikistan,JRC-Kartenname,belegt,Card - Tachograph G1 v1.6 cards for Tajikistan Thales Digital Tachograph G1 v1.6 [Version 2.2.1.N] JRC_DTLab/A3-183/2025,G1,Card - Tachograph G1 v1.6 cards for Tajikistan Thales Digital Tachograph G1 v1.6 [Version 2.2.1.N] JRC_DTLab/A3-183/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-AETR-0006-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e1-01771-00,Germany,Ausstellerbehoerde,Annahme,AETR-Karte: Zielland ist NICHT das Ausstellerland,G1,Card - AC Tachosmart for AETR N/A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-01771-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg BAUARTGENEHMIGUNG
e1-00027-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - TPD.E N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-00027-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e5-0002-14,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev H Configurable as Transitional VU or VU with full OSNMA functionality SW release: 2424 and 2525 JRC_DTLab/A2-175/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5_0002_14.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e5-2002-00,Iceland,JRC-Kartenname,belegt,Card - Thales Smart Tachograph G2V2 for Iceland G2V2 V2.2.1.N on IFX_CCI_000039H JRC_DTLab/A3-156/2023,G2.2,Card - Thales Smart Tachograph G2V2 for Iceland G2V2 V2.2.1.N on IFX_CCI_000039H JRC_DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5_2002_00.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e1-0008-05,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - TACHO N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0008-05.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e1-84-10,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,VU - DTC1381 Release 4.1b Configurable as Transitional VU or VU with full OSNMA functionality SW release 04.01.41 JRC_DTLab/A1-177/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-84-10.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
